bin_info	binsize	mean_coverage	normalized_coverage	baseline_mean	baseline_std	baseline_mad
chr1:17359538-17359657:SDHB	120	447.3543	0.8893	0.8848	0.0337	0.0242
chr1:17371200-17371439:SDHB	240	602.5953	1.1852	1.1858	0.0565	0.0415
chr1:17380419-17380628:SDHB	210	526.2230	1.0576	1.0442	0.0599	0.0405
chr1:22404964-22405083:CDC42	120	412.7074	0.8256	0.8182	0.0362	0.0322
chr1:22405167-22405406:CDC42	240	661.5456	1.2725	1.2734	0.0298	0.0211
chr1:22408191-22408310:CDC42	120	365.1265	0.7299	0.7311	0.0413	0.0319
chr1:22412927-22413046:CDC42	120	616.3097	1.2040	1.2049	0.0565	0.0393
chr1:22413141-22413380:CDC42	240	569.6043	1.1280	1.1291	0.0485	0.0341
chr1:22416386-22417345:CDC42	960	760.1051	1.3824	1.3791	0.0331	0.0257
chr1:22417906-22418025:CDC42	120	347.4466	0.6920	0.6917	0.0255	0.0178
chr1:23885421-23885540:ID3	120	361.9787	0.7039	0.7081	0.0454	0.0344
chr1:23885588-23885947:ID3	360	483.1360	0.9597	0.9526	0.0569	0.0401
chr1:27022812-27022930:ARID1A	119	222.5588	0.3951	0.4013	0.0238	0.0156
chr1:27022937-27023666:ARID1A	730	630.1870	1.2174	1.2064	0.0769	0.0584
chr1:27023671-27024066:ARID1A	396	593.6663	1.1678	1.1649	0.0863	0.0633
chr1:27056128-27056367:ARID1A	240	458.3578	0.8833	0.8933	0.0480	0.0392
chr1:27057629-27058108:ARID1A	480	694.9024	1.2791	1.2842	0.0353	0.0267
chr1:27059165-27059284:ARID1A	120	387.1093	0.7645	0.7646	0.0388	0.0273
chr1:27087287-27087646:ARID1A	360	500.8487	0.9864	0.9854	0.0418	0.0307
chr1:27087860-27087979:ARID1A	120	432.6362	0.8580	0.8578	0.0422	0.0312
chr1:27088607-27088846:ARID1A	240	425.4342	0.8419	0.8404	0.0614	0.0463
chr1:27089440-27089799:ARID1A	360	506.5663	0.9793	0.9808	0.0286	0.0208
chr1:27092665-27092904:ARID1A	240	537.6918	1.0683	1.0642	0.0461	0.0346
chr1:27092943-27093062:ARID1A	120	645.1585	1.2502	1.2514	0.0395	0.0348
chr1:27094266-27094505:ARID1A	240	438.9260	0.8632	0.8677	0.0406	0.0314
chr1:27097594-27097833:ARID1A	240	611.8846	1.1926	1.1857	0.0325	0.0263
chr1:27098937-27099176:ARID1A	240	583.4799	1.1473	1.1570	0.0473	0.0315
chr1:27099271-27099510:ARID1A	240	612.8582	1.2164	1.2108	0.0386	0.0283
chr1:27099793-27100259:ARID1A	467	659.5722	1.2594	1.2605	0.0360	0.0299
chr1:27100281-27100400:ARID1A	120	551.2544	1.0944	1.0906	0.0473	0.0407
chr1:27100720-27100958:ARID1A	239	639.0092	1.2365	1.2356	0.0380	0.0293
chr1:27100961-27101800:ARID1A	840	676.8436	1.2637	1.2676	0.0256	0.0191
chr1:27102014-27102253:ARID1A	240	460.7633	0.9209	0.9224	0.0288	0.0221
chr1:27105491-27107289:ARID1A	1799	705.1576	1.3018	1.3023	0.0334	0.0253
chr1:28586344-28586463:SESN2	120	311.5640	0.6178	0.6141	0.0423	0.0286
chr1:28595667-28595786:SESN2	120	274.3861	0.5374	0.5234	0.0446	0.0281
chr1:28598164-28598403:SESN2	240	406.2044	0.7966	0.7965	0.0463	0.0347
chr1:28598767-28599006:SESN2	240	484.6727	0.9484	0.9502	0.0425	0.0391
chr1:28599078-28599317:SESN2	240	404.0348	0.8036	0.8043	0.0486	0.0312
chr1:28599825-28600064:SESN2	240	501.5543	0.9862	0.9891	0.0578	0.0292
chr1:28600551-28600670:SESN2	120	272.7181	0.5369	0.5253	0.0528	0.0410
chr1:28601312-28601551:SESN2	240	239.9857	0.4447	0.4380	0.0323	0.0208
chr1:28605560-28605799:SESN2	240	366.8534	0.7292	0.7311	0.0445	0.0371
chr1:28607211-28607330:SESN2	120	349.0167	0.7004	0.6899	0.0510	0.0363
chr1:32757735-32758079:HDAC1	345	584.1628	1.1550	1.1552	0.0690	0.0579
chr1:32768218-32768337:HDAC1	120	433.9185	0.8360	0.8512	0.0489	0.0400
chr1:32782265-32782384:HDAC1	120	371.0002	0.7466	0.7389	0.0445	0.0361
chr1:32790057-32790176:HDAC1	120	350.0223	0.6889	0.6904	0.0410	0.0337
chr1:32792490-32792729:HDAC1	240	649.1609	1.2428	1.2461	0.0346	0.0244
chr1:32793088-32793327:HDAC1	240	369.6223	0.7142	0.7241	0.0596	0.0455
chr1:32794656-32794775:HDAC1	120	360.5831	0.7092	0.7050	0.0374	0.0251
chr1:32796173-32796292:HDAC1	120	424.8875	0.8469	0.8390	0.0637	0.0536
chr1:32796319-32796558:HDAC1	240	592.3949	1.1726	1.1665	0.0697	0.0532
chr1:32797069-32797188:HDAC1	120	483.5404	0.9597	0.9528	0.0531	0.0423
chr1:32797223-32797462:HDAC1	240	570.2020	1.1214	1.1250	0.0637	0.0533
chr1:32797647-32797886:HDAC1	240	665.9960	1.2745	1.2670	0.0313	0.0262
chr1:32798266-32798385:HDAC1	120	395.3016	0.7874	0.7778	0.0517	0.0274
chr1:32798572-32798691:HDAC1	120	383.8464	0.7511	0.7490	0.0343	0.0242
chr1:36807345-36807584:STK40	240	448.5363	0.8691	0.8661	0.0317	0.0269
chr1:36808948-36809067:STK40	120	294.7365	0.5762	0.5803	0.0273	0.0211
chr1:36809401-36809640:STK40	240	495.3048	0.9787	0.9791	0.0657	0.0580
chr1:36809674-36809913:STK40	240	454.5508	0.8936	0.8933	0.0553	0.0452
chr1:36814299-36814418:STK40	120	327.2362	0.6435	0.6430	0.0480	0.0326
chr1:36819932-36820051:STK40	120	260.7899	0.4785	0.4925	0.0561	0.0412
chr1:36820801-36821040:STK40	240	435.3217	0.8573	0.8562	0.0684	0.0631
chr1:36823792-36824031:STK40	240	472.9149	0.9261	0.9200	0.0396	0.0294
chr1:36824329-36824448:STK40	120	338.2546	0.6733	0.6694	0.0492	0.0330
chr1:36826804-36827041:STK40	238	659.3813	1.2537	1.2550	0.0371	0.0278
chr1:36833396-36833515:STK40	120	302.5163	0.5998	0.5939	0.0321	0.0256
chr1:36931585-36931824:CSF3R	240	604.0395	1.1938	1.1908	0.0514	0.0378
chr1:36931829-36932547:CSF3R	719	641.5410	1.2385	1.2455	0.0268	0.0149
chr1:36932812-36932931:CSF3R	120	351.6788	0.6966	0.6917	0.0334	0.0247
chr1:36933146-36933265:CSF3R	120	364.8705	0.7322	0.7224	0.0412	0.0253
chr1:36933374-36933613:CSF3R	240	491.0827	0.9705	0.9729	0.0488	0.0299
chr1:36933629-36933868:CSF3R	240	560.9881	1.1110	1.1126	0.0425	0.0298
chr1:36934748-36934867:CSF3R	120	325.6255	0.6479	0.6446	0.0623	0.0499
chr1:36935228-36935467:CSF3R	240	451.0386	0.8947	0.8908	0.0435	0.0360
chr1:36937021-36937260:CSF3R	240	467.9960	0.9235	0.9283	0.0439	0.0358
chr1:36937644-36937763:CSF3R	120	360.4946	0.7121	0.7133	0.0405	0.0326
chr1:36937796-36938035:CSF3R	240	518.6230	1.0225	1.0189	0.0562	0.0428
chr1:36938083-36938322:CSF3R	240	546.8181	1.0725	1.0749	0.0502	0.0358
chr1:36939010-36939249:CSF3R	240	451.9454	0.8951	0.8944	0.0483	0.0392
chr1:36939307-36939546:CSF3R	240	576.9197	1.1399	1.1390	0.0510	0.0422
chr1:36940947-36941306:CSF3R	360	694.1671	1.2898	1.2877	0.0364	0.0313
chr1:36945006-36945125:CSF3R	120	445.1174	0.8731	0.8666	0.0432	0.0279
chr1:39305181-39305420:RRAGC	240	468.7553	0.9176	0.9246	0.0387	0.0287
chr1:39311566-39311805:RRAGC	240	478.9891	0.9469	0.9469	0.0582	0.0452
chr1:39317238-39317477:RRAGC	240	498.0892	0.9837	0.9853	0.0482	0.0357
chr1:39318043-39318162:RRAGC	120	313.9693	0.6210	0.6192	0.0321	0.0280
chr1:39321360-39321599:RRAGC	240	528.4715	1.0403	1.0475	0.0440	0.0233
chr1:39322533-39322772:RRAGC	240	452.6342	0.8877	0.8852	0.0365	0.0300
chr1:39325067-39325186:RRAGC	120	287.9045	0.5699	0.5669	0.0495	0.0356
chr1:39325221-39325339:RRAGC	119	279.4035	0.5622	0.5448	0.0633	0.0422
chr1:40363031-40363750:MYCL	720	627.2215	1.2368	1.2366	0.0407	0.0305
chr1:40364299-40364778:MYCL	480	626.4764	1.2277	1.2243	0.0236	0.0144
chr1:40365264-40365743:MYCL	480	573.0921	1.1152	1.1217	0.0490	0.0454
chr1:40365776-40366033:MYCL	258	668.7222	1.2536	1.2593	0.0263	0.0177
chr1:40366054-40367081:MYCL	1028	658.7613	1.2510	1.2513	0.0333	0.0249
chr1:40367083-40367561:MYCL	479	607.8427	1.1778	1.1787	0.0463	0.0374
chr1:43803500-43803619:MPL	120	499.8888	0.9791	0.9765	0.0540	0.0386
chr1:43803716-43803955:MPL	240	475.9735	0.9433	0.9383	0.0344	0.0281
chr1:43804183-43804422:MPL	240	554.3712	1.0895	1.0941	0.0589	0.0520
chr1:43804912-43805271:MPL	360	519.2595	1.0317	1.0399	0.0500	0.0411
chr1:43805597-43805836:MPL	240	442.9670	0.8638	0.8680	0.0450	0.0249
chr1:43806002-43806241:MPL	240	411.7743	0.8169	0.8230	0.0473	0.0388
chr1:43812088-43812327:MPL	240	479.0815	0.9516	0.9453	0.0236	0.0192
chr1:43812415-43812654:MPL	240	444.0293	0.8861	0.8812	0.0530	0.0346
chr1:43814474-43814713:MPL	240	451.4691	0.8909	0.8858	0.0486	0.0374
chr1:43814922-43815041:MPL	120	375.2609	0.7406	0.7371	0.0414	0.0368
chr1:43817871-43817990:MPL	120	319.9930	0.6340	0.6287	0.0452	0.0345
chr1:43818137-43818496:MPL	360	579.9620	1.1435	1.1319	0.0442	0.0337
chr1:45794924-45795163:MUTYH	240	611.1039	1.2040	1.2023	0.0477	0.0385
chr1:45796149-45796268:MUTYH	120	450.1066	0.8891	0.8859	0.0372	0.0277
chr1:45796811-45797280:MUTYH	470	664.6993	1.2427	1.2550	0.0297	0.0185
chr1:45797308-45797547:MUTYH	240	567.5973	1.1397	1.1341	0.0562	0.0430
chr1:45797667-45797786:MUTYH	120	463.9966	0.9202	0.9104	0.0486	0.0389
chr1:45797791-45798030:MUTYH	240	658.8769	1.2509	1.2561	0.0437	0.0339
chr1:45798052-45798171:MUTYH	120	558.3502	1.0880	1.0849	0.0419	0.0294
chr1:45798243-45798362:MUTYH	120	521.6357	1.0243	1.0198	0.0360	0.0268
chr1:45798411-45798530:MUTYH	120	574.2019	1.1484	1.1510	0.0519	0.0336
chr1:45798551-45798670:MUTYH	120	429.1625	0.8557	0.8603	0.0397	0.0286
chr1:45798746-45798865:MUTYH	120	414.5321	0.8467	0.8355	0.0505	0.0360
chr1:45798917-45799036:MUTYH	120	485.5087	0.9526	0.9531	0.0590	0.0430
chr1:45799076-45799315:MUTYH	240	556.8412	1.0944	1.0975	0.0629	0.0501
chr1:45800004-45800243:MUTYH	240	737.8855	1.3436	1.3527	0.0557	0.0431
chr1:45805540-45805837:MUTYH	298	778.0843	1.4207	1.4265	0.0689	0.0528
chr1:45805849-45805968:MUTYH	120	592.4511	1.1789	1.1656	0.0850	0.0636
chr1:46509324-46509563:PIK3R3	240	427.7460	0.8424	0.8435	0.0342	0.0213
chr1:46511555-46511794:PIK3R3	240	378.8055	0.7388	0.7424	0.0328	0.0248
chr1:46512200-46512319:PIK3R3	120	368.1091	0.7344	0.7398	0.0486	0.0387
chr1:46521436-46521675:PIK3R3	240	534.2769	1.0547	1.0589	0.0595	0.0400
chr1:46527552-46527791:PIK3R3	240	482.1083	0.9544	0.9583	0.0413	0.0344
chr1:46531669-46531908:PIK3R3	240	377.3416	0.7507	0.7435	0.0424	0.0307
chr1:46532554-46532793:PIK3R3	240	427.0587	0.8447	0.8452	0.0199	0.0135
chr1:46543176-46543295:PIK3R3	120	356.8335	0.7085	0.7088	0.0396	0.0290
chr1:46546309-46546428:PIK3R3	120	405.5988	0.7938	0.8040	0.0553	0.0407
chr1:46597470-46598719:PIK3R3	1250	650.8411	1.2503	1.2591	0.0341	0.0252
chr1:46641842-46642201:PIK3R3	360	499.7976	0.9851	0.9862	0.0611	0.0477
chr1:46714020-46714139:RAD54L	120	262.5908	0.4939	0.5036	0.0555	0.0436
chr1:46714168-46714287:RAD54L	120	269.5231	0.5257	0.5255	0.0437	0.0332
chr1:46715612-46715851:RAD54L	240	323.2273	0.6354	0.6435	0.0263	0.0208
chr1:46724328-46724447:RAD54L	120	221.7020	0.4075	0.4055	0.0217	0.0139
chr1:46725584-46725823:RAD54L	240	300.4418	0.5954	0.5927	0.0340	0.0244
chr1:46726189-46726308:RAD54L	120	267.2770	0.5138	0.5104	0.0417	0.0332
chr1:46726363-46726722:RAD54L	360	393.8853	0.7920	0.7865	0.0247	0.0166
chr1:46726875-46727114:RAD54L	240	269.5874	0.5302	0.5206	0.0404	0.0341
chr1:46733087-46733326:RAD54L	240	526.6908	1.0439	1.0418	0.0566	0.0479
chr1:46736274-46736513:RAD54L	240	384.7845	0.7546	0.7579	0.0310	0.0230
chr1:46738116-46738235:RAD54L	120	268.9617	0.5213	0.5168	0.0425	0.0370
chr1:46738290-46738529:RAD54L	240	349.4046	0.6942	0.6900	0.0349	0.0297
chr1:46739023-46739142:RAD54L	120	233.7417	0.4172	0.4215	0.0187	0.0133
chr1:46739238-46739477:RAD54L	240	332.8308	0.6517	0.6580	0.0306	0.0202
chr1:46739790-46739909:RAD54L	120	303.3214	0.6022	0.6003	0.0289	0.0209
chr1:46740180-46740419:RAD54L	240	359.2492	0.7150	0.7097	0.0303	0.0191
chr1:46743451-46743690:RAD54L	240	329.8200	0.6525	0.6519	0.0381	0.0310
chr1:46743730-46743969:RAD54L	240	297.9757	0.5968	0.5924	0.0334	0.0236
chr1:47024240-47024479:MKNK1	240	648.3981	1.2374	1.2423	0.0431	0.0270
chr1:47025868-47025987:MKNK1	120	427.7365	0.8423	0.8464	0.0487	0.0394
chr1:47027113-47027352:MKNK1	240	600.7688	1.1756	1.1772	0.0511	0.0333
chr1:47028298-47028537:MKNK1	240	402.4795	0.7862	0.7884	0.0356	0.0274
chr1:47030701-47030820:MKNK1	120	390.2254	0.7694	0.7709	0.0445	0.0404
chr1:47034083-47034202:MKNK1	120	447.9352	0.8989	0.8875	0.0561	0.0369
chr1:47037727-47037846:MKNK1	120	458.2777	0.8986	0.9026	0.0536	0.0398
chr1:47040596-47040715:MKNK1	120	330.1518	0.6629	0.6531	0.0509	0.0452
chr1:47042227-47042346:MKNK1	120	361.4750	0.7166	0.7231	0.0388	0.0300
chr1:47046191-47046310:MKNK1	120	395.1067	0.7827	0.7834	0.0405	0.0298
chr1:47048891-47049010:MKNK1	120	419.2564	0.8326	0.8293	0.0392	0.0302
chr1:47051537-47051656:MKNK1	120	388.3618	0.7677	0.7709	0.0559	0.0466
chr1:47059742-47059861:MKNK1	120	384.2398	0.7528	0.7584	0.0452	0.0341
chr1:51435985-51436224:CDKN2C	240	485.6738	0.9688	0.9669	0.0457	0.0388
chr1:51439514-51439993:CDKN2C	480	671.0735	1.2913	1.2957	0.0212	0.0184
chr1:59247735-59248094:JUN	360	640.3362	1.2362	1.2399	0.0275	0.0203
chr1:59248119-59248277:JUN	159	635.7714	1.2559	1.2534	0.0373	0.0214
chr1:59248339-59248817:JUN	479	603.2667	1.1932	1.1994	0.0392	0.0309
chr1:65300233-65300352:JAK1	120	501.8087	0.9913	0.9996	0.0776	0.0626
chr1:65301074-65301193:JAK1	120	527.3697	1.0342	1.0455	0.0551	0.0490
chr1:65301780-65301899:JAK1	120	398.6699	0.7818	0.7774	0.0335	0.0233
chr1:65303582-65303821:JAK1	240	745.5895	1.3586	1.3661	0.0729	0.0533
chr1:65304091-65304330:JAK1	240	701.9549	1.2991	1.2973	0.0515	0.0393
chr1:65305263-65305502:JAK1	240	610.7320	1.2184	1.2150	0.0319	0.0299
chr1:65306915-65307034:JAK1	120	565.7708	1.1191	1.1244	0.0737	0.0591
chr1:65307089-65307328:JAK1	240	532.7282	1.0442	1.0436	0.0209	0.0182
chr1:65309703-65309942:JAK1	240	394.0617	0.7666	0.7696	0.0285	0.0213
chr1:65310385-65310624:JAK1	240	536.4430	1.0509	1.0548	0.0327	0.0287
chr1:65311140-65311379:JAK1	240	605.0329	1.2012	1.2001	0.0510	0.0386
chr1:65312316-65312435:JAK1	120	377.1237	0.7221	0.7260	0.0283	0.0212
chr1:65313167-65313406:JAK1	240	586.9956	1.1647	1.1673	0.0394	0.0257
chr1:65316480-65316599:JAK1	120	371.3909	0.7396	0.7369	0.0296	0.0232
chr1:65321167-65321406:JAK1	240	552.0870	1.1037	1.1026	0.0407	0.0321
chr1:65323281-65323520:JAK1	240	597.5810	1.1644	1.1737	0.0450	0.0373
chr1:65325747-65325986:JAK1	240	410.7017	0.7978	0.8068	0.0355	0.0277
chr1:65330443-65330682:JAK1	240	668.1324	1.2728	1.2697	0.0415	0.0359
chr1:65332540-65332899:JAK1	360	811.0048	1.4711	1.4681	0.0337	0.0225
chr1:65334956-65335195:JAK1	240	575.6038	1.1295	1.1300	0.0376	0.0309
chr1:65339010-65339249:JAK1	240	632.0264	1.2703	1.2547	0.0477	0.0299
chr1:65344650-65344889:JAK1	240	605.2385	1.2018	1.1983	0.0414	0.0303
chr1:65348939-65349178:JAK1	240	635.0221	1.2593	1.2450	0.0419	0.0272
chr1:65351923-65352042:JAK1	120	538.2370	1.0650	1.0696	0.0685	0.0411
chr1:71873071-71873310:NEGR1	240	519.6683	1.0187	1.0182	0.0451	0.0303
chr1:72058456-72058695:NEGR1	240	526.7670	1.0322	1.0336	0.0518	0.0415
chr1:72076650-72076889:NEGR1	240	532.5666	1.0421	1.0323	0.0541	0.0446
